3,2,301.44,188.06,23.63,72.88,1,-1,-1,-1
3,3,124.39,193.28,23.22,71.79,1,-1,-1,-1
4,2,301.73,186.32,24.94,76.93,1,-1,-1,-1
4,3,124.78,193.75,22.43,69.35,1,-1,-1,-1
4,4,154.07,186.28,24.97,77.02,1,-1,-1,-1
5,2,301.16,183.10,26.69,82.31,1,-1,-1,-1
5,3,124.74,193.71,22.51,69.58,1,-1,-1,-1
5,4,154.34,181.83,25.40,78.33,1,-1,-1,-1
6,2,298.00,180.93,26.03,80.27,1,-1,-1,-1
6,4,155.12,179.85,25.91,79.90,1,-1,-1,-1
7,2,296.79,183.83,25.72,79.30,1,-1,-1,-1
7,4,154.12,176.56,27.08,83.49,1,-1,-1,-1
8,2,289.19,188.54,25.59,78.88,1,-1,-1,-1
8,4,150.56,182.28,26.08,80.42,1,-1,-1,-1
9,2,284.99,187.94,26.78,82.54,1,-1,-1,-1
9,4,150.27,181.42,26.44,81.53,1,-1,-1,-1
10,2,281.03,180.68,28.51,87.85,1,-1,-1,-1
10,3,117.47,191.11,25.22,77.94,1,-1,-1,-1
11,2,274.72,181.25,27.89,85.92,1,-1,-1,-1
11,3,111.68,192.32,24.24,74.88,1,-1,-1,-1
11,4,144.40,184.95,25.61,78.95,1,-1,-1,-1
12,2,268.54,181.54,27.60,85.03,1,-1,-1,-1
12,3,105.27,189.07,26.27,81.13,1,-1,-1,-1
12,4,138.74,182.86,26.79,82.56,1,-1,-1,-1
13,2,262.68,181.67,27.48,84.64,1,-1,-1,-1
13,3,103.84,181.08,28.27,87.24,1,-1,-1,-1
13,4,137.16,182.43,27.08,83.46,1,-1,-1,-1
13,7,400.28,179.20,37.69,115.03,1,-1,-1,-1
14,2,255.93,173.77,30.14,92.80,1,-1,-1,-1
14,3,106.10,181.22,27.80,85.77,1,-1,-1,-1
14,4,136.50,177.57,27.25,83.98,1,-1,-1,-1
14,7,406.41,171.12,39.03,119.14,1,-1,-1,-1
15,2,253.46,175.00,31.13,95.80,1,-1,-1,-1
15,3,104.54,180.04,28.28,87.25,1,-1,-1,-1
15,4,136.20,180.29,27.32,84.19,1,-1,-1,-1
15,7,408.76,174.07,39.40,120.27,1,-1,-1,-1
16,2,248.47,175.57,31.50,96.93,1,-1,-1,-1
16,3,103.89,181.96,29.08,89.66,1,-1,-1,-1
16,4,134.55,177.88,28.66,88.25,1,-1,-1,-1
16,7,420.76,175.40,39.45,120.41,1,-1,-1,-1
17,2,244.54,174.61,32.09,98.75,1,-1,-1,-1
17,3,106.44,185.36,28.02,86.37,1,-1,-1,-1
17,4,133.96,176.99,29.15,89.75,1,-1,-1,-1
17,7,430.49,176.00,39.41,120.28,1,-1,-1,-1
17,10,527.24,169.00,38.99,119.00,1,-1,-1,-1
18,2,241.14,180.78,31.69,97.47,1,-1,-1,-1
18,3,107.45,186.65,27.61,85.10,1,-1,-1,-1
18,4,133.79,180.57,29.34,90.29,1,-1,-1,-1
18,7,439.31,181.75,39.35,120.11,1,-1,-1,-1
18,10,525.45,171.62,41.15,125.58,1,-1,-1,-1
19,2,239.85,178.15,36.57,112.39,1,-1,-1,-1
19,3,108.93,188.12,28.76,88.59,1,-1,-1,-1
19,4,135.84,177.81,30.79,94.73,1,-1,-1,-1
19,7,447.73,183.93,39.30,119.95,1,-1,-1,-1
19,10,526.50,172.54,41.90,127.87,1,-1,-1,-1
20,2,239.26,177.24,38.28,117.57,1,-1,-1,-1
20,3,113.46,184.71,29.18,89.87,1,-1,-1,-1
20,4,135.00,177.25,31.27,96.20,1,-1,-1,-1
20,7,460.75,176.29,41.15,125.60,1,-1,-1,-1
20,10,535.47,169.72,39.58,120.81,1,-1,-1,-1
21,2,237.08,175.70,35.77,109.82,1,-1,-1,-1
21,3,119.15,183.38,29.34,90.32,1,-1,-1,-1
21,7,471.24,176.47,39.97,122.00,1,-1,-1,-1
21,10,541.75,167.27,43.45,132.59,1,-1,-1,-1
22,2,233.34,171.07,38.00,116.60,1,-1,-1,-1
22,3,119.66,182.83,29.69,91.41,1,-1,-1,-1
22,7,485.01,175.62,43.39,132.41,1,-1,-1,-1
22,10,550.37,168.29,40.77,124.41,1,-1,-1,-1
23,2,231.98,169.39,38.82,119.06,1,-1,-1,-1
23,3,128.59,182.11,27.90,85.87,1,-1,-1,-1
23,7,502.57,171.63,48.96,149.34,1,-1,-1,-1
23,10,564.53,168.73,39.63,120.93,1,-1,-1,-1
24,2,236.70,168.76,39.13,119.94,1,-1,-1,-1
24,3,132.99,182.48,28.86,88.80,1,-1,-1,-1
24,7,518.80,175.34,48.95,149.27,1,-1,-1,-1
24,10,570.82,167.06,43.22,131.88,1,-1,-1,-1
25,2,238.67,168.55,39.22,120.19,1,-1,-1,-1
25,3,138.48,186.61,29.19,89.79,1,-1,-1,-1
25,7,535.82,171.56,51.11,155.82,1,-1,-1,-1
25,10,581.48,170.45,42.52,129.72,1,-1,-1,-1
26,2,239.52,168.51,39.24,120.19,1,-1,-1,-1
26,3,147.10,184.26,30.71,94.44,1,-1,-1,-1
26,7,556.64,175.48,49.70,151.49,1,-1,-1,-1
26,10,587.93,170.63,42.93,130.96,1,-1,-1,-1
27,2,234.71,173.74,39.23,120.11,1,-1,-1,-1
27,3,149.88,184.04,31.09,95.59,1,-1,-1,-1
27,7,577.00,171.61,51.34,156.45,1,-1,-1,-1
28,2,232.93,175.77,39.21,120.01,1,-1,-1,-1
28,7,589.43,170.80,52.46,159.85,1,-1,-1,-1
29,2,232.04,173.58,41.03,125.54,1,-1,-1,-1
30,2,226.12,172.76,41.72,127.60,1,-1,-1,-1
30,14,494.85,182.48,38.98,119.47,1,-1,-1,-1
31,2,223.86,172.44,41.97,128.33,1,-1,-1,-1
31,3,168.31,177.62,38.12,117.11,1,-1,-1,-1
31,14,502.91,184.25,39.25,120.28,1,-1,-1,-1
32,2,221.59,168.35,44.02,134.54,1,-1,-1,-1
32,3,172.33,179.00,37.16,114.08,1,-1,-1,-1
32,14,505.60,179.18,39.25,120.28,1,-1,-1,-1
33,2,220.77,166.80,44.80,136.87,1,-1,-1,-1
33,3,178.62,179.57,36.76,112.79,1,-1,-1,-1
33,14,511.94,177.37,39.21,120.11,1,-1,-1,-1
34,2,211.75,167.62,47.17,144.07,1,-1,-1,-1
34,3,184.12,182.95,38.31,117.47,1,-1,-1,-1
34,14,519.55,182.28,39.16,119.93,1,-1,-1,-1
